Id in EU,id,Id di Riccardo,In zotero,EU selection,Title of the scientific publication,abstract,doi link,DOI,Year of publication,Type of scientific publication,Issue,Ack,Open access,Open Access Fee,Fee corrisposta da,container,Publisher,Authors,ISSN or eSSN,Title of the journal or equivalent,"Number, date",Place of publication,Relevant pages,Joint Public / Private publication,Peer-review,Research line
,3,GMP2019,,FALSE,The AI black box explanation problem,"The use of machine learning in decision-making has triggered an intense debate about “fair algorithms”. Given that fairness intuitions differ and can led to conflicting technical requirements, there is a pressing need to integrate ethical thinking into research and design of machine learning. We outline a framework showing how this can be done.",https://ercim-news.ercim.eu/images/stories/EN116/EN116-web.pdf#page=12,,2019,book-chapter,ack no,FALSE,,,,"ERCIM News, 116, 12-13",ERCIM – the European Research Consortium for Informatics and Mathematics,"Guidotti Riccardo, Monreale Anna, Pedreschi Dino",,"ERCIM News, 116, 12-13",2019,,,,,"1,2,3"
,4,M2020,,FALSE,Rischi etico-legali dell’Intelligenza Artificiale,"Nowadays, a wide variety of personal data, describing directly or indirectly individuals’ activities, are collected and available, due to the spread of different apps, sensors and mobile devices. The availability of such data opens unprecedented opportunities of developing AI systems exploiting those data to provide a wide range of benefits in different domains. Unfortunately, in a critical domain like healthcare and justice the development and the application of AI systems can rise many ethical and legal concerns. This article discusses the ethical and legal implication in terms of privacy and transparency, also providing an overview on the different approaches to ethics across the world.",https://www.dpceonline.it/index.php/dpceonline/article/view/1083,,2020,book-chapter,ack no,FALSE,,,,"DPCE Online, [S.l.], v. 44, n. 3",,Monreale Anna,2037-6677,"DPCE Online, [S.l.], v. 44, n. 3, oct. 2020. ISSN 2037-6677",2020,,,,,5
,5,BPP2020,,FALSE,Explainability Methods for Natural Language Processing: Applications to Sentiment Analysis,,https://ceur-ws.org/Vol-2646/18-paper.pdf,,2020,discussion paper,ack no,FALSE,,,,Discussion Paper,,"Bodria Francesco, Panisson André , Perotti Alan, Piaggesi Simone ",,,,,,,,1
,9,GMC2019,TRUE,FALSE,Investigating Neighborhood Generation Methods for Explanations of Obscure Image Classifiers,"Given the wide use of machine learning approaches based on opaque prediction models, understanding the reasons behind decisions of black box decision systems is nowadays a crucial topic. We address the problem of providing meaningful explanations in the widely-applied image classification tasks. In particular, we explore the impact of changing the neighborhood generation function for a local interpretable model-agnostic explanator by proposing four different variants. All the proposed methods are based on a grid-based segmentation of the images, but each of them proposes a different strategy for generating the neighborhood of the image for which an explanation is required. A deep experimentation shows both improvements and weakness of each proposed approach.",https://dx.doi.org/10.1007/978-3-030-16148-4_5,10.1007/978-3-030-16148-4_5,2021,book-chapter,"ack no, OA no",FALSE,NO,,,Advances in Knowledge Discovery and Data Mining,Springer International Publishing,"Guidotti Riccardo, Monreale Anna, Cariaggi Leonardo",0302-9743,"In Pacific-Asia Conference on Knowledge Discovery and Data Mining (pp. 55-68). Springer, Cham.",2019,,,,,1
,10,PGM2019,TRUE,FALSE,Explaining Multi-label Black-Box Classifiers for Health Applications,"Today the state-of-the-art performance in classification is achieved by the so-called “black boxes”, i.e. decision-making systems whose internal logic is obscure. Such models could revolutionize the health-care system, however their deployment in real-world diagnosis decision support systems is subject to several risks and limitations due to the lack of transparency. The typical classification problem in health-care requires a multi-label approach since the possible labels are not mutually exclusive, e.g. diagnoses. We propose MARLENA, a model-agnostic method which explains multi-label black box decisions. MARLENA explains an individual decision in three steps. First, it generates a synthetic neighborhood around the instance to be explained using a strategy suitable for multi-label decisions. It then learns a decision tree on such neighborhood and finally derives from it a decision rule that explains the black box decision. Our experiments show that MARLENA performs well in terms of mimicking the black box behavior while gaining at the same time a notable amount of interpretability through compact decision rules, i.e. rules with limited length.",https://dx.doi.org/10.1007/978-3-030-24409-5_9,10.1007/978-3-030-24409-5_9,2021,book-chapter,Pre-XAI,FALSE,,,,Precision Health and Medicine,Springer International Publishing,"Panigutti Cecilia, Guidotti Riccardo, Monreale Anna, Pedreschi Dino",1860-949X,"International Workshop on Health Intelligence (pp. 97-110). Springer, Cham.",2019,,,,,"1,4"
,13,PGG2019,TRUE,FALSE,Meaningful Explanations of Black Box AI Decision Systems,"Black box AI systems for automated decision making, often based on machine learning over (big) data, map a user’s features into a class or a score without exposing the reasons why. This is problematic not only for lack of transparency, but also for possible biases inherited by the algorithms from human prejudices and collection artifacts hidden in the training data, which may lead to unfair or wrong decisions. We focus on the urgent open challenge of how to construct meaningful explanations of opaque AI/ML systems, introducing the local-toglobal framework for black box explanation, articulated along three lines: (i) the language for expressing explanations in terms of logic rules, with statistical and causal interpretation; (ii) the inference of local explanations for revealing the decision rationale for a specific case, by auditing the black box in the vicinity of the target instance; (iii), the bottom-up generalization of many local explanations into simple global ones, with algorithms that optimize for quality and comprehensibility. We argue that the local-first approach opens the door to a wide variety of alternative solutions along different dimensions: a variety of data sources (relational, text, images, etc.), a variety of learning problems (multi-label classification, regression, scoring, ranking), a variety of languages for expressing meaningful explanations, a variety of means to audit a black box.",https://dx.doi.org/10.1609/aaai.v33i01.33019780,10.1609/aaai.v33i01.33019780,2021,journal-article,Pre-XAI,FALSE,,,,Proceedings of the AAAI Conference on Artificial Intelligence,Association for the Advancement of Artificial Intelligence (AAAI),"Pedreschi Dino, Giannotti Fosca, Guidotti Riccardo, Monreale Anna, Ruggieri Salvatore, Turini Franco",2374-3468,Proceedings of the AAAI Conference on Artificial Intelligence,33 (01) 2019-07-17,,9780-9784,,,1
,14,GMM2019,TRUE,FALSE,Black Box Explanation by Learning Image Exemplars in the Latent Feature Space,"We present an approach to explain the decisions of black box models for image classification. While using the black box to label images, our explanation method exploits the latent feature space learned through an adversarial autoencoder. The proposed method first generates exemplar images in the latent feature space and learns a decision tree classifier. Then, it selects and decodes exemplars respecting local decision rules. Finally, it visualizes them in a manner that shows to the user how the exemplars can be modified to either stay within their class, or to become counter-factuals by “morphing” into another class. Since we focus on black box decision systems for image classification, the explanation obtained from the exemplars also provides a saliency map highlighting the areas of the image that contribute to its classification, and areas of the image that push it into another class. We present the results of an experimental evaluation on three datasets and two black box models. Besides providing the most useful and interpretable explanations, we show that the proposed method outperforms existing explainers in terms of fidelity, relevance, coherence, and stability.",https://dx.doi.org/10.1007/978-3-030-46150-8_12,10.1007/978-3-030-46150-8_12,2021,book-chapter,ack no,FALSE,,,,Machine Learning and Knowledge Discovery in Databases,Springer International Publishing,"Guidotti Riccardo, Monreale Anna, Matwin Stan, Pedreschi Dino",0302-9743,Black Box Explanation by Learning Image Exemplars in the Latent Feature Space.,"LNCS, volume 11906, 30 April 2020",,189-205,NO,YES,"1,4"
,16,SGM2019,TRUE,FALSE,Global Explanations with Local Scoring,"Artificial Intelligence systems often adopt machine learning models encoding complex algorithms with potentially unknown behavior. As the application of these “black box” models grows, it is our responsibility to understand their inner working and formulate them in human-understandable explanations. To this end, we propose a rule-based model-agnostic explanation method that follows a local-to-global schema: it generalizes a global explanation summarizing the decision logic of a black box starting from the local explanations of single predicted instances. We define a scoring system based on a rule relevance score to extract global explanations from a set of local explanations in the form of decision rules. Experiments on several datasets and black boxes show the stability, and low complexity of the global explanations provided by the proposed solution in comparison with baselines and state-of-the-art global explainers.",https://dx.doi.org/10.1007/978-3-030-43823-4_14,10.1007/978-3-030-43823-4_14,2021,book-chapter,"ack no, OA no",FALSE,NO,,,Machine Learning and Knowledge Discovery in Databases,Springer International Publishing,"Setzu Mattia, Guidotti Riccardo, Monreale Anna, Turini Franco",1865-0929,ECML PKDD 2019: Machine Learning and Knowledge Discovery in Databases,March 2020,,159-171,NO,YES,1
,19,GPP2019,,FALSE,I.A. comprensibile per il supporto alle decisioni: doctor XAI,"La crisi sanitaria ha trasformato le relazioni tra Stato e cittadini, conducendo a limitazioni temporanee dei diritti fondamentali e facendo emergere conflitti tra le due dimensioni della salute, come diritto della persona e come diritto della comunità, e tra il diritto alla salute e le esigenze del sistema economico. Per far fronte all’emergenza, si è modificato il tradizionale equilibrio tra i poteri dello Stato, in una prospettiva in cui il tempo dell’emergenza sembra proiettarsi ancora a lungo sul futuro. La pandemia ha inoltre potenziato la centralità del digitale, dall’utilizzo di software di intelligenza artificiale per il tracciamento del contagio alla nuova connettività del lavoro remoto, passando per la telemedicina. Le nuove tecnologie svolgono un ruolo di prevenzione e controllo, ma pongono anche delicate questioni costituzionali: come tutelare la privacy individuale di fronte al Panopticon digitale? Come inquadrare lo statuto delle piattaforme digitali, veri e propri poteri tecnologici privati, all’interno dei nostri ordinamenti? La ricerca presentata in questo volume e nei due volumi collegati propone le riflessioni su questi temi di studiosi afferenti a una moltitudine di aree disciplinari: medici, giuristi, ingegneri, esperti di robotica e di IA analizzano gli effetti dell’emergenza sanitaria sulla tenuta del modello democratico occidentale, con l’obiettivo di aprire una riflessione sulle linee guida per la ricostruzione del Paese, oltre la pandemia. In particolare, questo terzo volume affronta gli aspetti legati all’impatto della tecnologia digitale e dell’IA sui processi, sulla scuola e sulla medicina, con una riflessione su temi quali l’organizzazione della giustizia, le responsabilità, le carenze organizzative degli enti.",https://www.mulino.it/isbn/9788815293060#,,2019,book-chapter,ack no,FALSE,,,,"Biopolitica, Pandemia e democrazia. Rule of law nella società digitale",Il Mulino,"Giannotti Fosca, Pedreschi Dino, Panigutti Cecilia",,"BIOPOLITICA, PANDEMIA E DEMOCRAZIA Rule of law nella società digitale",April 2021,,,,,4
,20,PMC2022,,FALSE,I.A. comprensibile per il supporto alle decisioni: doctor XAI,"Biology, medicine and biochemistry have become data-centric fields for which Deep Learning methods are delivering groundbreaking results. Addressing high impact challenges, Deep Learning in Biology and Medicine provides an accessible and organic collection of Deep Learning essays on bioinformatics and medicine. It caters for a wide readership, ranging from machine learning practitioners and data scientists seeking methodological knowledge to address biomedical applications, to life science specialists in search of a gentle reference for advanced data analytics.With contributions from internationally renowned experts, the book covers foundational methodologies in a wide spectrum of life sciences applications, including electronic health record processing, diagnostic imaging, text processing, as well as omics-data processing. This survey of consolidated problems is complemented by a selection of advanced applications, including cheminformatics and biomedical interaction network analysis. A modern and mindful approach to the use of data-driven methodologies in the life sciences also requires careful consideration of the associated societal, ethical, legal and transparency challenges, which are covered in the concluding chapters of this book.",https://www.worldscientific.com/worldscibooks/10.1142/q0322,10.1142/q0322,2022,book-chapter,ack no,FALSE,,,,Deep Learning in Biology and Medicine,World Scientific Publishing,"Panigutti Cecilia, Monreale Anna, Comandè Giovanni, Pedreschi Dino",,Deep Learning in Biology and Medicine,TBD - Accepted,,TBD,NO,YES,4
,22,PB2021,TRUE,FALSE,"Intelligenza artificiale in ambito diabetologico: prospettive, dalla ricerca di base alle applicazioni cliniche",,10.30682/ildia2101f,10.30682/ildia2101f,2021,journal-article,"ack ok, OA no",FALSE,NO,,,"Il Diabete Online, Organo ufficiale della Società Italiana di Diabetologia, Medicina traslazionale: Applicazioni cliniche della ricerca di base, Vol. 33, N. 1 2021",Il Diabete Online,"Panigutti Cecilia, Bosi Emanuele",,Il Diabete,,,,,YES,4
,27,MBG2021,,FALSE,Explainable Deep Image Classifiers for Skin Lesion Diagnosis,"A key issue in critical contexts such as medical diagnosis is the interpretability of the deep learning models adopted in decision-making systems. Research in eXplainable Artificial Intelligence (XAI) is trying to solve this issue. However, often XAI approaches are only tested on generalist classifier and do not represent realistic problems such as those of medical diagnosis. In this paper, we analyze a case study on skin lesion images where we customize an existing XAI approach for explaining a deep learning model able to recognize different types of skin lesions. The explanation is formed by synthetic exemplar and counter-exemplar images of skin lesion and offers the practitioner a way to highlight the crucial traits responsible for the classification decision. A survey conducted with domain experts, beginners and unskilled people proof that the usage of explanations increases the trust and confidence in the automatic decision system. Also, an analysis of the latent space adopted by the explainer unveils that some of the most frequent skin lesion classes are distinctly separated. This phenomenon could derive from the intrinsic characteristics of each class and, hopefully, can provide support in the resolution of the most frequent misclassifications by human experts.",https://arxiv.org/abs/2111.11863,2111.11863v1,2021,Arxive pre-print,"giù aggiunto, pubblicato e inserito nel portale EU con ID EU 40, ",FALSE,,,,Arxive preprint,Arxive,"Metta Carlo, Beretta Andrea, Guidotti Riccardo, Yin Yuan, Gallinari Patrick, Rinzivillo Salvatore, Giannotti Fosca",,International Journal of Data Science and Analytics,,,,,,"1,3,4"
,31,GSN2021,TRUE,FALSE,Helping Your Docker Images to Spread Based on Explainable Models,"Docker is on the rise in today’s enterprise IT. It permits shipping applications inside portable containers, which run from so-called Docker images. Docker images are distributed in public registries, which also monitor their popularity. The popularity of an image impacts on its actual usage, and hence on the potential revenues for its developers. In this paper, we present a solution based on interpretable decision tree and regression trees for estimating the popularity of a given Docker image, and for understanding how to improve an image to increase its popularity. The results presented in this work can provide valuable insights to Docker developers, helping them in spreading their images. Code related to this paper is available at: https://github.com/di-unipi-socc/DockerImageMiner.",https://dx.doi.org/10.1007/978-3-030-10997-4_13,10.1007/978-3-030-10997-4_13,2021,book-chapter,Pre-XAI,FALSE,,,,Machine Learning and Knowledge Discovery in Databases,Springer International Publishing,"Guidotti Riccardo, Soldani Jacopo, Neri Davide, Brogi Antonio, Pedreschi Dino",0302-9743,"In Joint European Conference on Machine Learning and Knowledge Discovery in Databases (pp. 205-221). Springer, Cham.",2018,,,,,1
,33,CDF2021,TRUE,FALSE,Trustworthy AI,"Modern AI systems have become of widespread use in almost all sectors with a strong impact on our society. However, the very methods on which they rely, based on Machine Learning techniques for processing data to predict outcomes and to make decisions, are opaque, prone to bias and may produce wrong answers. Objective functions optimized in learning systems are not guaranteed to align with the values that motivated their definition. Properties such as transparency, verifiability, explainability, security, technical robustness and safety, are key to build operational governance frameworks, so that to make AI systems justifiably trustworthy and to align their development and use with human rights and values.",https://dx.doi.org/10.1007/978-3-030-69128-8_2,10.1007/978-3-030-69128-8_2,2022,book-chapter,"ack no, OA no",FALSE,NO,,,Reflections on Artificial Intelligence for Humanity,Springer International Publishing,"Chatila Raja, Dignum Virginia, Fisher Michael, Giannotti Fosca, Morik Katharina, Russell Stuart, Yeung Karen",0302-9743,"Lecture Notes in Computer Science,",vol 12600,,,,,5
,34,GMR2018,TRUE,FALSE,A Survey of Methods for Explaining Black Box Models,"In recent years, many accurate decision support systems have been constructed as black boxes, that is as systems that hide their internal logic to the user. This lack of explanation constitutes both a practical and an ethical issue. The literature reports many approaches aimed at overcoming this crucial weakness, sometimes at the cost of sacrificing accuracy for interpretability. The applications in which black box decision systems can be used are various, and each approach is typically developed to provide a solution for a specific problem and, as a consequence, it explicitly or implicitly delineates its own definition of interpretability and explanation. The aim of this article is to provide a classification of the main problems addressed in the literature with respect to the notion of explanation and the type of black box system. Given a problem definition, a black box type, and a desired explanation, this survey should help the researcher to find the proposals more useful for his own work. The proposed classification of approaches to open black box models should also be useful for putting the many research open questions in perspective.",https://dx.doi.org/10.1145/3236009,10.1145/3236009,2022,journal-article,Pre-XAI,FALSE,,,,ACM Computing Surveys,Association for Computing Machinery (ACM),"Guidotti Riccardo, Monreale Anna, Ruggieri Salvatore, Turini Franco, Giannotti Fosca, Pedreschi Dino",0360-0300,"ACM computing surveys (CSUR), 51(5), 1-42.",2018,,,,,"1,3"
,39,BGG2021,TRUE,FALSE,Benchmarking and survey of explanation methods for black box models,"The widespread adoption of black-box models in Artificial Intelligence has enhanced the need for explanation methods to reveal how these obscure models reach specific decisions. Retrieving explanations is fundamental to unveil possible biases and to resolve practical or ethical issues. Nowadays, the literature is full of methods with different explanations. We provide a categorization of explanation methods based on the type of explanation returned. We present the most recent and widely used explainers, and we show a visual comparison among explanations and a quantitative benchmarking.",https://doi.org/10.1007/s10618-023-00933-9,10.1007/s10618-023-00933-9,2023,arxiv,giù aggiunto,FALSE,NO,,,Data Mining and Knowledge Discovery,Springer International Publishing,"Bodria Francesco, Giannotti Fosca, Guidotti Riccardo, Naretto Francesca, Pedreschi Dino, Rinzivillo Salvatore",1384-5810,Data Mining and Knowledge Discovery,2023,,,,,"1, 3"
,43,BRF2022b,TRUE,FALSE,Explaining Black Box with visual exploration of Latent Space,"Autoencoders are a powerful yet opaque feature reduction technique, on top of which we propose a novel way for the joint visual exploration of both latent and real space. By interactively exploiting the mapping between latent and real features, it is possible to unveil the meaning of latent features while providing deeper insight into the original variables. To achieve this goal, we exploit and re-adapt existing approaches from eXplainable Artificial Intelligence (XAI) to understand the relationships between the input and latent features. The uncovered relationships between input features and latent ones allow the user to understand the data structure concerning external variables such as the predictions of a classification model. We developed an interactive framework that visually explores the latent space and allows the user to understand the relationships of the input features with model prediction.",https://diglib.eg.org/handle/10.2312/evs20221098,10.2312/evs20221098,2022,proceedings-article,già aggiunto,FALSE,,,,EUROVIS 2022,The Eurographics Association,"Bodria Francesco, Rinzivillo Salvatore, Fadda Daniele, Guidotti Riccardo, Fosca Giannotti, Pedreschi Dino",,Proceedings of the 2022 Conference Eurovis 2022,2022,Rome,,,,3
,44,MG2022,TRUE,FALSE,Investigating Debiasing Effects on Classification and Explainability,"During each stage of a dataset creation and development process, harmful biases can be accidentally introduced, leading to models that perpetuates marginalization and discrimination of minorities, as the role of the data used during the training is critical. We propose an evaluation framework that investigates the impact on classification and explainability of bias mitigation preprocessing techniques used to assess data imbalances concerning minorities' representativeness and mitigate the skewed distributions discovered. Our evaluation focuses on assessing fairness, explainability and performance metrics. We analyze the behavior of local model-agnostic explainers on the original and mitigated datasets to examine whether the proxy models learned by the explainability techniques to mimic the black-boxes disproportionately rely on sensitive attributes, demonstrating biases rooted in the explainers. We conduct several experiments about known biased datasets to demonstrate our proposal’s novelty and effectiveness for evaluation and bias detection purposes.",https://dl.acm.org/doi/10.1145/3514094.3534170,10.1145/3514094.3534170,2022,proceedings-article,"ack ok, OA no",TRUE,NO,,,"Conference on AI, Ethics, and Society (AIES 2022)",,"Marta Marchiori Manerba, Guidotti Riccardo",,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society (AIES'22)",2022,,,,,"1,5"
,48,MGP2022,,FALSE,Bias Discovery within Human Raters: A Case Study of the Jigsaw Dataset,"Understanding and quantifying the bias introduced by human annotation of data is a crucial problem for trustworthy supervised learning. Recently, a perspectivist trend has emerged in the NLP community, focusing on the inadequacy of previous aggregation schemes, which suppose the existence of single ground truth. This assumption is particularly problematic for sensitive tasks involving subjective human judgments, such as toxicity detection. To address these issues, we propose a preliminary approach for bias discovery within human raters by exploring individual ratings for specific sensitive topics annotated in the texts. Our analysis{'}s object consists of the Jigsaw dataset, a collection of comments aiming at challenging online toxicity identification.",https://aclanthology.org/2022.nlperspectives-1.4,,2022,proceedings-article,ack no,FALSE,NO,,,Proceedings of the 1st Workshop on Perspectivist Approaches to NLP @LREC2022,European Language Resources Association,"Marta Marchiori Manerba, Riccardo Guidotti, Lucia Passaro, Salvatore Ruggieri",,Proceedings of the 1st Workshop on Perspectivist Approaches to NLP @LREC2022,2022,"Marseille, France",26 - 31,,,2
,49,NPR2022,TRUE,FALSE,Methods and tools for causal discovery and causal inference,"Causality is a complex concept, which roots its developments across several fields, such as statistics, economics, epidemiology, computer science, and philosophy. In recent years, the study of causal relationships has become a crucial part of the Artificial Intelligence community, as causality can be a key tool for overcoming some limitations of correlation-based Machine Learning systems. Causality research can generally be divided into two main branches, that is, causal discovery and causal inference. The former focuses on obtaining causal knowledge directly from observational data. The latter aims to estimate the impact deriving from a change of a certain variable over an outcome of interest. This article aims at covering several methodologies that have been developed for both tasks. This survey does not only focus on theoretical aspects. But also provides a practical toolkit for interested researchers and practitioners, including software, datasets, and running examples.", https://doi.org/10.1002/widm.1449,10.1002/widm.1449,2022,journal-article,ack no,FALSE,Gold,,SNS,Wires Data Mining and Knowledge Discovery,Wire's Wiley Interdisciplinary Reviews,"Ana Rita Nogueira, Andrea Pugnana, Salvatore Ruggieri, Dino Pedreschi, João Gama",1942-4795,Wires Data Mining and Knowledge Discovery,2022,"Danvers, MS, USA",,,,2
,51,LCM2023,TRUE,FALSE,Modeling Events and Interactions through Temporal Processes -- A Survey,"In real-world scenario, many phenomena produce a collection of events that occur in continuous time. Point Processes provide a natural mathematical framework for modeling these sequences of events. In this survey, we investigate probabilistic models for modeling event sequences through temporal processes. We revise the notion of event modeling and provide the mathematical foundations that characterize the literature on the topic. We define an ontology to categorize the existing approaches in terms of three families: simple, marked, and spatio-temporal point processes. For each family, we systematically review the existing approaches based based on deep learning. Finally, we analyze the scenarios where the proposed techniques can be used for addressing prediction and modeling aspects.",https://doi.org/10.48550/arxiv.2303.06067,10.48550/ARXIV.2303.06067,2023,arxiv,"ancora under review, non inserito",TRUE,,,,Arxive preprint,Arxiv,"Liguori Angelica, Caroprese Luciano, Minici Marco, Veloso Bruno, Spinnato Francesco, Nanni Mirco, Manco Giuseppe, Gama Joao",,,10 mar 2023,,,,,1
,119,GGG,TRUE,FALSE,"""Learning by surprise"": a new characterization and mitigation strategy of model collapse in LLM autophagy",,,,,Publication in conference,ack no,FALSE,,,,,,"Daniele Gambetta, Gizem Gezici, Fosca Giannotti, Dino Pedreschi, Alistair Knott, Luca Pappalardo",,,,,,,,1
,120,SFF2025,TRUE,FALSE,"MAINLE: a Multi-Agent, Interactive, Natural Language Local Explainer of Classification Tasks",,,,2025,Publication in conference,"ack ok, OA no",TRUE,NO,,,,,"Paulo Bruno Serafim, Romula Ferrer Filho, STENIO Freitas, Gizem Gezici, Fosca Giannotti, Franco Raimondi, Alexandre Santos",,,,,,,,"1,3"
,126,HCC2025,TRUE,,FeDa4Fair: Client-Level Federated Datasets for Fairness Evaluation,"Federated Learning (FL) enables collaborative model training across multiple clients without sharing clients' private data. However, fairness remains a key concern, as biases in local clients' datasets can impact the entire federated system. Heterogeneous data distributions across clients may lead to models that are fairer for some clients than others. Although several fairness-enhancing solutions are present in the literature, most focus on mitigating bias for a single sensitive attribute, typically binary, overlooking the diverse and sometimes conflicting fairness needs of different clients. This limited perspective can limit the effectiveness of fairness interventions for the different clients. To support more robust and reproducible fairness research in FL, we aim to enable a consistent benchmarking of fairness-aware FL methods at both the global and client levels. In this paper, we contribute in three ways: (1) We introduce FeDa4Fair, a library to generate tabular datasets tailored to evaluating fair FL methods under heterogeneous client bias; (2) we release four bias-heterogeneous datasets and corresponding benchmarks to compare fairness mitigation methods in a controlled environment; (3) we provide ready-to-use functions for evaluating fairness outcomes for these datasets.",,,2025,Publication in conference,"sì xai, [NO DOI, dove è pubblicato?]",TRUE,Gold,,,,,"Xenia Heilmann, Luca Corbucci, Mattia Cerrato, Anna Monreale",,,,,,,,5
,127,CMZ2025,TRUE,FALSE,A Bias Injection Technique to Assess the Resilience of Causal Discovery Methods,"Causal discovery (CD) algorithms are increasingly applied to socially and ethically sensitive domains. However, their evaluation under realistic conditions remains challenging due to the scarcity of real-world datasets annotated with ground-truth causal structures. Whereas synthetic data generators support controlled benchmarking, they often overlook forms of bias, such as dependencies involving sensitive attributes, which may significantly affect the observed distribution and compromise the trustworthiness of downstream analysis. This paper introduces a novel synthetic data generation framework that enables controlled bias injection while preserving the causal relationships specified in a ground-truth causal graph. The framework aims to evaluate the reliability of CD methods by examining the impact of varying bias levels and outcome binarization thresholds. Experimental results show that even moderate bias levels can lead CD approaches to fail to correctly infer causal links, particularly those connecting sensitive attributes to decision outcomes. These findings underscore the need for expert validation and highlight the limitations of current CD methods in fairness-critical applications. Our proposal thus provides an essential tool for benchmarking and improving CD algorithms in biased, real-world data settings.",https://doi.org/10.1109/ACCESS.2025.3573201,10.1109/ACCESS.2025.3573201,2025,Article in journal,ack no,FALSE,Gold,,,,,"Martina Cinquini, Karima Makhlouf, Sami Zhioua, Catuscia Palamidessi, Riccardo Guidotti",2169-3536,IEEE Access,2025-06-06,,1--1,,,"2,5"
,128,ZPR2024,TRUE,FALSE,One-Shot Clustering for Federated Learning,"Federated Learning (FL) is a widespread and well-adopted paradigm of decentralized learning that allows training one model from multiple sources without the need to directly transfer data between participating clients. Since its inception in 2015, it has been divided into numerous sub-fields that deal with application-specific issues, be it data heterogeneity or resource allocation. One such sub-field, Clustered Federated Learning (CFL), is dealing with the problem of clustering the population of clients into separate cohorts to deliver personalized models. Although few remarkable works have been published in this domain, the problem is still largely unexplored, as its basic assumption and settings are slightly different from standard FL. In this work, we present One-Shot Clustered Federated Learning (OCFL), a clustering-agnostic algorithm that can automatically detect the earliest suitable moment for clustering. Our algorithm is based on the computation of cosine similarity between gradients of the clients and a temperature measure that detects when the federated model starts to converge. We empirically evaluate our methodology by testing various one-shot clustering algorithms for over thirty different tasks on three benchmark datasets. Our experiments showcase the good performance of our approach when used to perform CFL in an automated manner without the need to adjust hyperparameters.",https://doi.org/10.1109/BigData62323.2024.10825763,10.1109/BigData62323.2024.10825763,2024,Publication in conference,"ack no, OA no",FALSE,NO,,,,IEEE,"Maciej Krzysztof Zuziak, Roberto Pellungrini, Salvatore Rinzivillo",,2024 IEEE International Conference on Big Data (BigData),2025-03-06,"Washington, DC, USA",8108--8117,,,1
,129,BCN2025,,FALSE,BCN2025,"Explaining the reasoning behind black-box model predictions while preserving user privacy is a significant challenge. This becomes even more complex in Federated Learning, where legal constraints restrict the data that clients can share with external entities. 
In this paper, we introduce Fastshap++, a method that adapts Fastshap to explain Federated Learning trained models. Unlike existing approaches, Fastshap++ mitigates client privacy risks by incorporating Differential Privacy into the explanation process and preventing the exchange of sensitive information between clients and external entities.
We evaluate the effectiveness of Fastshap++ testing it on three different datasets, and comparing the explanations with those produced by a centralized explainer with access to clients' training data. Lastly, we study the impact of varying levels of Differential Privacy to analyse the trade-offs between privacy and the quality of the explanations.",,,2025,Publication in conference,[No info. penso sia in pubblicazione],TRUE,,,,,,"Valerio Bonsignori, Luca Corbucci, Francesca Naretto, Anna Monreale",,,,"Rome, Italy",,,,"1,5"
,131,PMG2025,TRUE,FALSE,Deferring Concept Bottleneck Models: Learning to Defer Interventions to Inaccurate Experts,,,,2025,Publication in conference,"sì ack xai [non ancora pubblicato, accettato a NeurIPS2025, sarà in openacees]",TRUE,Gold,,,,,"Andrea Pugnana, Riccardo Massidda, Francesco Giannini, Pietro Barbiero, Mateo Espinosa Zarlenga, Roberto Pellungrini, Gabriele Dominici, Fosca Giannotti, Davide Bacciu",,,,,,,,"1,2"
,132,GGG2025,TRUE,FALSE,Characterizing Model Collapse in Large Language Models Using Semantic Networks and Next-Token Probability,"As synthetic content increasingly infiltrates the web, generative AI models may experience an autophagy process, where they are fine-tuned using their own outputs. This autophagy could lead to a phenomenon known as model collapse, which entails a degradation in the performance and diversity of generative AI models over successive generations. Recent studies have explored the emergence of model collapse across various generative AI models and types of data. However, the current characterizations of model collapse tend to be simplistic and lack comprehensive evaluation. In this article, we conduct a thorough investigation of model collapse across three text datasets, utilizing semantic networks to analyze text repetitiveness and diversity, while employing next-token probabilities to quantify the loss of diversity. We also examine how the proportions of synthetic tokens affect the severity of model collapse and perform cross-dataset evaluations to identify domain-specific variations. By proposing metrics and strategies for a more detailed assessment of model collapse, our study provides new insights for the development of robust generative AI systems.",https://doi.org/10.48550/arXiv.2410.12341,10.48550/arXiv.2410.12341,2025,Preprint/Other,,TRUE,,,,arXiv:2410.12341,arXiv,"Daniele Gambetta, Gizem Gezici, Fosca Giannotti, Dino Pedreschi, Alistair Knott, Luca Pappalardo",,,2025-02-20,,,,,2
